,id,organization_id,url,age,gender,size,coat,tags,name,organization_animal_id,status,status_changed_at,published_at,delta_time,primary_breed,secondary_breed,is_mixed,is_unknown,compatible_children,compatible_dogs,compatible_cats,spayed_neutered,house_trained,special_needs,shots_current,primary_color,secondary_color,tertiary_color
0,59313263,CA2713,https://www.petfinder.com/dog/billy-59313263/ca/rowland-heights/vida-rescue-ca2713/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Male,Small,Short,"['Friendly', 'Affectionate', 'Funny', 'Couch potato', 'Loves kisses']",BILLY,,adopted,2023-02-13 20:13:37+00:00,2022-12-31 23:59:47+00:00,43 days 20:13:50,Chihuahua,Papillon,True,False,True,True,True,True,True,False,True,Yellow / Tan / Blond / Fawn,,
1,59313260,IL54,https://www.petfinder.com/dog/ula-59313260/il/grayslake/save-a-pet-il54/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Female,Medium,Short,[],Ula,,adopted,2023-05-21 16:54:07+00:00,2022-12-31 23:58:50+00:00,140 days 16:55:17,Coonhound,,True,False,,,,True,False,False,True,,,
2,59313253,FL532,https://www.petfinder.com/dog/jake-59313253/fl/palm-bay/mid-florida-sheltie-rescue-fl532/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Medium,Medium,"['Brave', 'Athletic', 'Funny', 'Smart', 'Loyal']",Jake,,adopted,2023-02-21 12:09:35+00:00,2022-12-31 23:56:33+00:00,51 days 12:13:02,Shetland Sheepdog / Sheltie,,False,False,False,True,True,True,True,False,True,Merle (Blue),,
3,59313248,CA2813,https://www.petfinder.com/dog/marshmallow-59313248/ca/riverside/underdog-heroes-ca2813/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Large,Short,[],Marshmallow,,adopted,2023-04-09 20:51:03+00:00,2022-12-31 23:55:12+00:00,98 days 20:55:51,Pit Bull Terrier,American Bulldog,True,False,,True,,True,True,True,True,White / Cream,,
4,59313245,TX258,https://www.petfinder.com/dog/riley-loves-everyone-and-learns-quickly-59313245/tx/league-city/second-chance-pets-tx258/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Female,Large,Short,"['Smart', 'Playful', 'Gentle', 'Loyal', 'Affectionate', 'Friendly', 'Brave', 'Curious', 'Couch potato', 'Loves kisses', 'Funny', 'Athletic', 'Independent', 'Quiet']",Riley- Loves Everyone and Learns Quickly!,,adopted,2023-09-02 22:33:06+00:00,2022-12-31 23:53:40+00:00,244 days 22:39:26,Mountain Cur,Boxer,True,False,True,True,,True,True,False,True,Brindle,,
5,59313215,MI65,https://www.petfinder.com/dog/hali-59313215/mi/oxford/k-9-stray-rescue-league-mi65/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Senior,Female,Small,,[],Hali,,adopted,2023-01-03 00:20:12+00:00,2022-12-31 23:49:03+00:00,2 days 00:31:09,Chihuahua,,True,False,,True,,True,False,False,True,,,
6,59298149,WI320,https://www.petfinder.com/dog/kline-59298149/wi/union-grove/tiny-paws-small-dog-rescue-wi320/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Male,Small,,['Brave'],Kline,,adopted,2023-01-09 11:11:33+00:00,2022-12-31 23:48:14+00:00,8 days 11:23:19,Miniature Pinscher,,False,False,,,,False,False,False,False,Black,Golden,White / Cream
7,59313226,CA362,https://www.petfinder.com/dog/lofer-59313226/ca/san-andreas/calaveras-county-animal-services-ca362/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Medium,Short,[],Lofer,,adopted,2023-02-10 01:39:18+00:00,2022-12-31 23:44:49+00:00,40 days 01:54:29,Mastiff,,False,False,,True,,True,True,False,True,,,
8,59313221,MN495,https://www.petfinder.com/dog/millie-59313221/mn/minneapolis/the-rescue-pack-mn495/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Female,Medium,,"['Friendly', 'Affectionate', 'Playful', 'Gentle']",MILLIE,,adopted,2022-12-31 23:43:14+00:00,2022-12-31 23:41:48+00:00,0 days 00:01:26,Australian Shepherd,,False,False,True,True,True,False,False,False,True,"Tricolor (Brown, Black, & White)",,
9,59313188,MN495,https://www.petfinder.com/dog/maddie-59313188/mn/minneapolis/the-rescue-pack-mn495/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Female,Medium,,"['Friendly', 'Affectionate', 'Playful', 'Gentle']",MADDIE,,adopted,2022-12-31 23:43:47+00:00,2022-12-31 23:39:59+00:00,0 days 00:03:48,Australian Shepherd,,False,False,True,True,True,False,False,False,True,"Tricolor (Brown, Black, & White)",,
10,59313185,AL444,https://www.petfinder.com/dog/springs-59313185/al/brewton/paws-crossed-dog-rescue-inc-al444/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Female,Large,Short,"['Friendly', 'Affectionate', 'Quiet']",Springs ,Al444,adopted,2023-02-19 20:48:52+00:00,2022-12-31 23:39:25+00:00,49 days 21:09:27,Anatolian Shepherd,,True,False,True,True,True,True,True,False,True,Bicolor,,
11,59313149,CA2813,https://www.petfinder.com/dog/francis-59313149/ca/riverside/underdog-heroes-ca2813/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Large,Short,"['Playful', 'Athletic']",Francis,,adopted,2023-06-14 16:22:42+00:00,2022-12-31 23:35:34+00:00,164 days 16:47:08,Dogo Argentino,,False,False,True,True,,False,False,False,False,White / Cream,,
12,59263354,TX2594,https://www.petfinder.com/dog/ariel-59263354/tx/atlanta/atlanta-texas-area-spay-neuter-project-tx2594/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Female,Medium,Short,"['Friendly', 'Affectionate', 'Gentle', 'Playful', 'Smart', 'Curious', 'Funny', 'Quiet', 'Loves kisses', 'Couch potato']",Ariel,,adopted,2023-01-24 18:16:57+00:00,2022-12-31 23:29:20+00:00,23 days 18:47:37,Coonhound,Harrier,True,False,True,True,True,False,False,False,True,Black,,
13,59313109,SC178,https://www.petfinder.com/dog/rocky-59313109/sc/spartanburg/upstate-animal-rescue-foundation-of-south-carolina-sc178/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Medium,Short,"['Friendly', 'Gentle', 'Loyal', 'Playful', 'Affectionate', 'Smart']",Rocky,,adopted,2023-01-06 01:28:09+00:00,2022-12-31 23:28:23+00:00,5 days 01:59:46,Beagle,,False,False,True,True,True,False,True,False,False,"Tricolor (Brown, Black, & White)",,
14,59313113,CA2983,https://www.petfinder.com/dog/jack-59313113/ca/santa-monica/bubbles-dog-rescue-ca2983/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Senior,Male,Small,Short,"['Gentle and Friendly', 'Affectionate', 'Friendly', 'Loyal', 'Gentle', 'Playful', 'Smart']",Jack,,adopted,2023-01-11 09:33:05+00:00,2022-12-31 23:28:02+00:00,10 days 10:05:03,Chihuahua,,True,False,True,True,True,True,True,False,True,White / Cream,,
15,59313090,OK514,https://www.petfinder.com/dog/otis-59313090/ok/moore/street-dog-rescue-and-recovery-ok514/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Male,Medium,Medium,"['Friendly', 'Playful', 'Smart', 'Brave', 'Curious', 'Independent', 'Funny', 'Athletic']",Otis,,adopted,2023-01-27 21:13:39+00:00,2022-12-31 23:26:12+00:00,26 days 21:47:27,Australian Cattle Dog / Blue Heeler,,False,False,,True,True,False,False,False,False,"Tricolor (Brown, Black, & White)",,
16,59313056,CA2271,https://www.petfinder.com/dog/sojourner-59313056/ca/los-angeles/a-purposeful-rescue-ca2271/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Female,Large,Medium,"['Friendly', 'Brave', 'Couch potato', 'Curious', 'Loyal', 'Gentle', 'Smart', 'Dignified', 'Quiet', 'Independent']",Sojourner ,,adopted,2023-01-29 00:50:57+00:00,2022-12-31 23:21:16+00:00,28 days 01:29:41,Border Collie,Black Labrador Retriever,True,False,True,True,,True,True,False,True,Black,White / Cream,
17,59313054,CT414,https://www.petfinder.com/dog/sandy-new-story-59313054/ct/watertown/companion-pet-rescue-new-england-ct414/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Female,Medium,Medium,"['Friendly', 'Affectionate', 'Playful', 'Smart', 'Dignified', 'Curious', 'Brave', 'Loves kisses']",Sandy - new story!!,Ruthie,adopted,2023-03-18 17:08:38+00:00,2022-12-31 23:20:43+00:00,76 days 17:47:55,Carolina Dog,Yellow Labrador Retriever,True,False,True,True,,True,True,False,True,Apricot / Beige,White / Cream,
18,59313053,CA2987,https://www.petfinder.com/dog/snuggles-59313053/ca/san-clemente/heer-to-rescue-ca2987/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Female,Medium,,[],Snuggles,18895194,adopted,2023-02-25 23:43:40+00:00,2022-12-31 23:20:22+00:00,56 days 00:23:18,Cattle Dog,,False,False,,,,True,False,False,False,,,
19,59313014,KY229,https://www.petfinder.com/dog/bear-59313014/ky/nicholasville/wolf-run-wildlife-refuge-poodles-p-dot-ea-dot-rl-dot-s-ky229/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Male,Small,,[],Bear,,adopted,2023-01-01 01:54:36+00:00,2022-12-31 23:18:26+00:00,0 days 02:36:10,Mixed Breed,,True,False,,True,True,True,True,False,True,Black,,
20,59312980,KY229,https://www.petfinder.com/dog/nugget-59312980/ky/nicholasville/wolf-run-wildlife-refuge-poodles-p-dot-ea-dot-rl-dot-s-ky229/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Small,,"['Affectionate', 'Loyal', 'Protective', 'Smart', 'Playful', 'Curious', 'Funny', 'Loves kisses']",Nugget,,adopted,2023-01-01 01:54:42+00:00,2022-12-31 23:15:18+00:00,0 days 02:39:24,Yorkshire Terrier,,True,False,,True,True,True,True,False,True,Apricot / Beige,,
21,59312971,CA2271,https://www.petfinder.com/dog/beesbury-59312971/ca/los-angeles/a-purposeful-rescue-ca2271/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Female,Medium,Medium,"['Friendly', 'Affectionate', 'Loyal', 'Gentle', 'Playful', 'Quiet', 'Independent', 'Curious', 'Couch potato', 'Loves kisses']",Beesbury ,,adopted,2023-02-18 23:59:16+00:00,2022-12-31 23:14:12+00:00,49 days 00:45:04,Golden Retriever,Border Collie,True,False,,True,,True,True,False,True,Apricot / Beige,White / Cream,
22,59312970,FL532,https://www.petfinder.com/dog/bailey-59312970/fl/palm-bay/mid-florida-sheltie-rescue-fl532/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Medium,Medium,"['Affectionate', 'Friendly', 'Loyal', 'Gentle', 'Playful', 'Smart', 'Funny', 'Athletic', 'Loves kisses']",Bailey,,adopted,2023-01-12 13:15:32+00:00,2022-12-31 23:14:07+00:00,11 days 14:01:25,Shetland Sheepdog / Sheltie,,False,False,False,True,False,True,True,False,True,Gray / Blue / Silver,,
23,59312959,LA369,https://www.petfinder.com/dog/wilson-59312959/la/baker/dantes-hope-la369/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Male,Large,Wire,"['Friendly', 'Affectionate', 'Playful', 'Smart', 'Curious', 'Funny', 'Athletic', 'Loves kisses']",Wilson,,adopted,2023-01-21 20:59:00+00:00,2022-12-31 23:13:07+00:00,20 days 21:45:53,Irish Wolfhound,Goldendoodle,True,False,True,True,,True,False,False,True,Apricot / Beige,,
24,59312798,KY229,https://www.petfinder.com/dog/tigi-59312798/ky/nicholasville/wolf-run-wildlife-refuge-poodles-p-dot-ea-dot-rl-dot-s-ky229/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Female,Medium,Short,"['Friendly', 'Affectionate', 'Playful', 'Smart', 'Curious', 'Funny', 'Loves kisses']",Tigi,,adopted,2023-01-01 01:54:48+00:00,2022-12-31 23:07:27+00:00,0 days 02:47:21,Husky,,False,False,True,True,True,True,False,False,True,,,
25,59312880,OH285,https://www.petfinder.com/dog/chunks-59312880/oh/zanesville/muskingum-county-k-9-adoption-center-oh285/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Large,Medium,[],Chunks,,adopted,2023-02-25 20:40:53+00:00,2022-12-31 23:06:30+00:00,55 days 21:34:23,Shepherd,,True,False,,,,False,False,False,True,Yellow / Tan / Blond / Fawn,,
26,59312861,MB12,https://www.petfinder.com/dog/jasper-59312861/mb/winnipeg/winnipeg-animal-services-agency-mb12/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Large,Medium,[],Jasper,A484606,adopted,2023-02-13 21:36:36+00:00,2022-12-31 23:03:46+00:00,43 days 22:32:50,Flat-Coated Retriever,Field Spaniel,True,False,,,,False,False,False,True,Black,,
27,59312809,TX2412,https://www.petfinder.com/dog/ash-59312809/fl/cape-coral/tracyspawsrescue-tx2412/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Male,Medium,Short,"['Friendly', 'Affectionate', 'Playful', 'Smart', 'Athletic', 'Curious']",Ash,,adopted,2023-06-03 22:45:54+00:00,2022-12-31 23:03:35+00:00,153 days 23:42:19,Shepherd,Retriever,True,False,True,True,,True,False,False,True,Red / Chestnut / Orange,Bicolor,Golden
28,59312804,OH285,https://www.petfinder.com/dog/william-59312804/oh/zanesville/muskingum-county-k-9-adoption-center-oh285/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Senior,Male,Large,Short,[],William,,adopted,2023-03-31 21:21:14+00:00,2022-12-31 23:02:24+00:00,89 days 22:18:50,Terrier,,True,False,,True,,False,True,False,True,Red / Chestnut / Orange,White / Cream,
29,59312795,KY229,https://www.petfinder.com/dog/honey-59312795/ky/nicholasville/wolf-run-wildlife-refuge-poodles-p-dot-ea-dot-rl-dot-s-ky229/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Female,Medium,,"['Friendly', 'Affectionate', 'Loyal', 'Protective', 'Smart', 'Playful', 'Gentle', 'Funny', 'Quiet', 'Loves kisses']",Honey,,adopted,2023-04-13 13:11:50+00:00,2022-12-31 23:01:11+00:00,102 days 14:10:39,Glen of Imaal Terrier,Akita,True,False,True,True,,True,False,False,True,"Tricolor (Brown, Black, & White)",,
30,59312794,TX2412,https://www.petfinder.com/dog/bosley-59312794/fl/cape-coral/tracyspawsrescue-tx2412/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Small,Medium,"['Friendly', 'Affectionate', 'Playful', 'Smart', 'Curious', 'Funny', 'Loves kisses', 'Athletic']",Bosley,,adopted,2023-01-17 16:59:43+00:00,2022-12-31 23:00:51+00:00,16 days 17:58:52,Norfolk Terrier,,True,False,True,True,,True,False,False,True,White / Cream,Gray / Blue / Silver,Apricot / Beige
31,59312773,AL193,https://www.petfinder.com/dog/akira-59312773/al/scottsboro/safe-haven-no-kill-pet-rescue-al193/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Senior,Female,Medium,Short,"['Friendly', 'Affectionate', 'Loyal', 'Playful', 'Smart', 'Athletic', 'Funny', 'Independent', 'Curious']",Akira,,adopted,2023-01-27 14:59:41+00:00,2022-12-31 22:58:22+00:00,26 days 16:01:19,Husky,Australian Shepherd,True,False,True,True,,False,True,False,True,,,
32,59312762,OH285,https://www.petfinder.com/dog/juneau-59312762/oh/zanesville/muskingum-county-k-9-adoption-center-oh285/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Large,Medium,[],Juneau ,,adopted,2023-01-17 02:40:22+00:00,2022-12-31 22:56:06+00:00,16 days 03:44:16,Shepherd,,True,False,,,,False,False,False,True,"Tricolor (Brown, Black, & White)",,
33,59312760,MB12,https://www.petfinder.com/dog/kenora-59312760/mb/winnipeg/winnipeg-animal-services-agency-mb12/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Female,Medium,,[],Kenora,A484594,adopted,2023-01-27 22:42:08+00:00,2022-12-31 22:55:33+00:00,26 days 23:46:35,Husky,,False,False,,,,True,False,False,True,White / Cream,,
34,59312755,WA630,https://www.petfinder.com/dog/chuck-59312755/wa/silvana/save-a-mutt-wa630/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Senior,Male,Small,Medium,"['Friendly', 'Affectionate', 'Loyal', 'Gentle', 'Playful', 'Smart', 'Curious', 'Funny', 'Couch potato', 'Loves kisses', 'Quiet', 'Dignified']",Chuck,,adopted,2023-01-08 23:28:00+00:00,2022-12-31 22:53:42+00:00,8 days 00:34:18,Yorkshire Terrier,,True,False,True,True,,True,False,False,True,Apricot / Beige,,
35,59312752,CA2261,https://www.petfinder.com/dog/harvee-59312752/nh/rochester/australian-shepherds-furever-ca2261/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Male,Medium,Medium,[],Harvee,3870,adopted,2023-01-06 03:29:54+00:00,2022-12-31 22:53:36+00:00,5 days 04:36:18,Australian Shepherd,,False,False,True,True,,True,True,False,True,"Tricolor (Brown, Black, & White)",,
36,59312749,OH285,https://www.petfinder.com/dog/knox-59312749/oh/zanesville/muskingum-county-k-9-adoption-center-oh285/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Male,Large,Short,[],Knox,,adopted,2023-10-21 16:34:23+00:00,2022-12-31 22:53:12+00:00,293 days 17:41:11,Terrier,,True,False,True,True,True,True,True,False,True,Black,White / Cream,
37,59312741,OH285,https://www.petfinder.com/dog/vegas-59312741/oh/zanesville/muskingum-county-k-9-adoption-center-oh285/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Male,Large,Short,[],Vegas,,adopted,2023-05-15 18:53:23+00:00,2022-12-31 22:50:54+00:00,134 days 20:02:29,Terrier,,True,False,True,True,,True,True,False,True,Gray / Blue / Silver,White / Cream,
38,59252138,NC121,https://www.petfinder.com/dog/willy-59252138/nc/greensboro/spca-of-the-triad-inc-nc121/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Male,Medium,Short,[],Willy,,adopted,2023-01-16 23:49:44+00:00,2022-12-31 22:50:38+00:00,16 days 00:59:06,Hound,,True,False,,,,True,True,False,True,Brindle,,
39,59312729,AL193,https://www.petfinder.com/dog/tiki-59312729/al/scottsboro/safe-haven-no-kill-pet-rescue-al193/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Female,Medium,Short,"['Friendly', 'Affectionate', 'Loyal', 'Gentle', 'Playful', 'Smart', 'Protective', 'Quiet', 'Athletic', 'Funny', 'Independent', 'Curious', 'Brave', 'Loves kisses']",Tiki,,adopted,2023-02-20 01:07:11+00:00,2022-12-31 22:49:06+00:00,50 days 02:18:05,Husky,Basenji,True,False,True,True,False,True,True,False,True,,,
40,59312728,TX2412,https://www.petfinder.com/dog/opa-59312728/tx/san-antonio/tracyspawsrescue-tx2412/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Senior,Male,Medium,Short,"['Friendly', 'Affectionate', 'Loyal', 'Smart', 'Quiet', 'Dignified', 'Couch potato']",Opa,,adopted,2023-02-06 19:48:13+00:00,2022-12-31 22:48:17+00:00,36 days 20:59:56,Labrador Retriever,Dachshund,True,False,True,True,True,True,True,False,True,Black,Gray / Blue / Silver,
41,59312725,MS231,https://www.petfinder.com/dog/sid-59312725/ms/pass-christian/animal-a-dot-id-of-ms-ms231/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Young,Male,Small,Short,"['Friendly', 'Affectionate', 'Loyal', 'Gentle', 'Playful', 'Smart', 'Protective', 'Brave', 'Funny', 'Couch potato', 'Loves kisses']",Sid,,adopted,2023-01-07 21:19:11+00:00,2022-12-31 22:47:45+00:00,6 days 22:31:26,Chihuahua,Miniature Pinscher,True,False,False,True,False,True,True,False,True,Golden,,
42,59312701,OH285,https://www.petfinder.com/dog/sunshine-59312701/oh/zanesville/muskingum-county-k-9-adoption-center-oh285/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Female,Large,Short,[],Sunshine ,,adopted,2023-01-09 14:25:12+00:00,2022-12-31 22:46:27+00:00,8 days 15:38:45,Shepherd,,True,False,,,,False,False,False,True,"Tricolor (Brown, Black, & White)",,
43,59312684,TX2412,https://www.petfinder.com/dog/griffin-59312684/tx/san-antonio/tracyspawsrescue-tx2412/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Male,Small,Medium,"['Friendly', 'Affectionate', 'Playful', 'Smart', 'Loves kisses', 'Curious', 'Funny', 'Athletic']",Griffin,,adopted,2023-01-17 16:27:23+00:00,2022-12-31 22:44:54+00:00,16 days 17:42:29,Terrier,,True,False,True,True,,True,False,False,True,White / Cream,Black,
44,59312617,VA41,https://www.petfinder.com/dog/claudia-59312617/va/palmyra/caring-for-creatures-va41/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Female,Medium,,[],Claudia,,adopted,2023-03-18 15:22:43+00:00,2022-12-31 22:41:36+00:00,76 days 16:41:07,Feist,,False,False,True,True,False,True,True,False,True,,,
45,59312610,OH285,https://www.petfinder.com/dog/ginger-59312610/oh/zanesville/muskingum-county-k-9-adoption-center-oh285/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Female,Large,Short,[],Ginger,,adopted,2023-01-18 02:22:28+00:00,2022-12-31 22:41:07+00:00,17 days 03:41:21,Foxhound,,True,False,,,,False,False,False,True,Golden,,
46,59312591,CA2271,https://www.petfinder.com/dog/sky-star-courtesy-post-star-59312591/ca/los-angeles/a-purposeful-rescue-ca2271/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Female,Medium,Short,[],Sky *COURTESY POST*,,adopted,2023-09-13 23:53:04+00:00,2022-12-31 22:40:00+00:00,256 days 01:13:04,Shiba Inu,Jack Russell Terrier,True,False,,,,True,False,False,True,"Tricolor (Brown, Black, & White)",,
47,59312564,MO633,https://www.petfinder.com/dog/walter-59312564/mo/springfield/rescue-one-mo633/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Adult,Male,Medium,,"['Friendly', 'Playful']",Walter,,adopted,2023-04-06 13:34:46+00:00,2022-12-31 22:36:19+00:00,95 days 14:58:27,Shepherd,,True,False,True,True,True,True,True,False,True,,,
48,59312570,TX2412,https://www.petfinder.com/dog/desi-59312570/fl/cape-coral/tracyspawsrescue-tx2412/?referrer_id=b119d1f7-1a08-441e-b63e-912dd36808fe&utm_source=api&utm_medium=partnership&utm_content=b119d1f7-1a08-441e-b63e-912dd36808fe,Baby,Female,Medium,Short,"['Friendly', 'Affectionate', 'Playful', 'Funny', 'Smart', 'Curious']",Desi,,adopted,2023-01-07 15:57:19+00:00,2022-12-31 22:36:05+00:00,6 days 17:21:14,Labrador Retriever,,True,False,True,True,,True,False,False,True,Black,Bicolor,White / Cream
